Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price
2016,29000,24.4,1120.0,71.0,5.0,5.3151746762846415
2009,60000,9.8,2354.0,180.0,5.0,16.25936956300302
2016,13198,24.07,998.0,67.1,5.0,4.479014623390867
2002,93000,18.9,998.0,67.1,5.0,-10.404571772014606
2016,44875,22.32,1582.0,126.32,5.0,14.107645472055083
2007,108995,15.3,1193.0,65.3,5.0,-4.540244559432722
2006,127001,12.8,2494.0,102.0,8.0,-0.3693314691145133
2014,70089,18.6,1197.0,81.83,5.0,5.142401176229669
2019,14165,11.36,2755.0,171.5,7.0,24.800633948999348
2011,36431,16.2,1199.0,74.0,5.0,0.8542105797596378
2019,35188,22.77,1498.0,98.59,5.0,13.345984969590972
2014,18600,22.69,1995.0,190.0,5.0,21.557447982826034
2011,73000,18.3,1991.0,147.9,5.0,12.815356466632238
2018,17810,27.39,1248.0,74.0,5.0,8.051241541739273
2016,42784,21.38,1396.0,88.7,5.0,8.557071715495567
2012,85122,12.99,2494.0,100.0,7.0,6.813486581578218
2010,82407,17.5,1896.0,106.0,5.0,5.81824088511712
2012,100000,18.5,1197.0,82.85,5.0,3.1596157155900073
2016,16159,22.32,1582.0,126.32,5.0,14.055756757396466
2012,41629,14.83,1598.0,105.0,5.0,7.206610623325105
2016,27755,22.0,1197.0,81.8,5.0,7.085122737287747
2010,172050,19.0,1248.0,93.0,5.0,2.5957527887157994
2015,41000,18.6,1197.0,81.83,5.0,6.180388255907019
2015,60146,14.16,1968.0,174.3,5.0,20.905789283600825
2016,50000,24.52,1248.0,88.5,7.0,6.050791960776223
2014,64000,24.0,1120.0,70.0,5.0,3.0789927008190716
2014,29000,22.54,1396.0,88.73,5.0,6.3013423321708615
2017,29085,18.15,1198.0,82.0,6.0,7.388694524088351
2009,68000,16.1,1298.0,88.2,5.0,0.9131660913089945
2014,43316,18.88,999.0,123.37,5.0,10.298226780900677
2013,65278,14.66,2199.0,194.3,7.0,20.00026019669758
2012,109000,13.0,2982.0,168.5,7.0,17.389217541919606
2013,62000,14.84,2143.0,170.0,5.0,18.52249812560649
2015,37857,26.59,1248.0,74.0,5.0,4.852939970150601
2015,73500,13.0,2982.0,168.5,7.0,20.596719771748667
2013,63295,19.01,1461.0,108.45,5.0,8.290005151616697
2014,70000,16.78,1496.0,88.73,5.0,6.879650120376937
2014,75180,22.9,1248.0,74.0,5.0,4.00106419744543
2009,68078,19.7,796.0,46.3,5.0,-6.178750734102778
2010,27800,17.0,1497.0,118.0,5.0,6.440065596309523
2018,46805,24.07,998.0,67.1,5.0,6.720840770310588
2018,30000,23.1,998.0,67.04,5.0,6.727273916933882
2015,54996,17.85,2967.0,300.0,4.0,41.29679446907767
2016,72118,15.4,2179.0,120.0,8.0,12.033988593664617
2009,60000,19.2,1197.0,80.0,5.0,-0.6069257572812603
2017,12000,24.04,999.0,67.0,5.0,5.557472344748021
2014,67557,23.4,1248.0,74.0,5.0,3.964087453543925
2010,101119,11.0,2993.0,235.0,5.0,26.411363970719776
2018,30953,22.7,799.0,53.64,5.0,4.441765252654022
2015,40082,19.3,1248.0,73.9,5.0,5.181560830495982
2015,100073,25.0,1396.0,69.01,5.0,4.7067342305203965
2012,128000,22.32,1582.0,126.32,5.0,9.89565000622133
2016,37294,25.83,1498.0,99.0,5.0,9.992267168566741
2012,53000,19.2,1086.0,68.05,5.0,0.7532700816577744
2012,82069,21.4,1586.0,103.3,5.0,6.713665028375544
2008,152633,12.9,1799.0,130.0,5.0,7.032982737082875
2016,25000,18.0,1497.0,117.3,5.0,12.83607878876228
2009,60000,19.2,1197.0,80.0,5.0,-0.6069257572812603
2012,62729,12.05,2179.0,120.0,8.0,7.81027910228795
2017,14061,21.9,1396.0,88.76,5.0,9.579803050526607
2010,58000,16.46,2993.0,258.0,5.0,29.228501880458225
2017,78526,23.0,1498.0,98.96,5.0,11.283170965010868
2010,91000,18.9,998.0,67.1,5.0,-1.6837873669305736
2012,70000,19.4,1198.0,86.8,5.0,3.6067191969832493
2017,72717,12.99,2494.0,100.6,7.0,12.325952901141136
2017,4000,13.6,1999.0,177.0,5.0,23.454467967822893
2011,72000,17.0,1197.0,80.0,5.0,1.6979473728160883
2014,75000,24.4,1120.0,71.0,5.0,3.2171953362944805
2017,21000,21.76,1995.0,190.0,5.0,24.87659029437873
2017,128000,25.8,1498.0,98.6,5.0,11.193356221823706
2011,87000,11.7,2354.0,177.6,5.0,18.07255757097664
2014,52000,20.92,998.0,67.1,5.0,2.514203099945462
2009,46946,18.5,1197.0,80.0,5.0,-0.59803065255619
2014,74663,33.54,998.0,67.04,5.0,1.9613156014988817
2011,72000,20.0,1399.0,68.0,5.0,0.3946821807435299
2013,85350,22.32,1582.0,126.32,5.0,10.90913287711328
2015,42575,18.6,1197.0,81.83,5.0,6.183234220720351
2017,12538,18.0,1497.0,117.3,5.0,13.904110222062172
2015,32000,15.6,1497.0,116.3,5.0,11.732660771175233
2014,23000,24.5,1498.0,98.6,7.0,5.7967304310845975
2017,27853,17.21,1197.0,103.5,5.0,11.368594289063367
2015,40337,23.1,998.0,67.04,5.0,3.4743031076732223
2015,46650,19.4,1198.0,86.8,5.0,6.836176012517171
2014,74000,25.1,1498.0,98.6,5.0,7.85661409599652
2017,16500,17.9,2143.0,136.0,5.0,18.00629485415493
2012,70337,20.0,1399.0,68.0,5.0,1.4822269943747415
2016,16000,18.9,1197.0,82.0,5.0,7.235113576588901
2009,37000,17.3,993.0,60.0,5.0,-3.781416338663803
2014,57000,16.47,1198.0,74.0,5.0,4.148128800359245
2010,66123,20.0,1399.0,68.0,5.0,-0.7064871247575866
2016,30500,26.59,1248.0,74.0,5.0,5.930195943370109
2015,48000,15.73,1968.0,174.33,5.0,20.815093420998892
2015,45000,21.66,1498.0,103.52,5.0,9.7278819877165
2012,90000,23.0,1396.0,90.0,5.0,4.382968928197442
2018,32434,13.0,1591.0,121.3,5.0,16.032901794402278
2013,65280,19.87,1461.0,83.14,5.0,4.789051938138982
2015,53000,18.6,1197.0,81.83,5.0,6.202071797343706
2014,75160,20.14,1498.0,88.5,5.0,6.706309192376466
2016,27969,19.4,1198.0,86.8,5.0,7.8929699504678865
2011,82000,11.8,3498.0,272.0,7.0,31.69603024826256
2017,18500,16.2,1199.0,74.0,5.0,7.3651086944605595
2018,92056,13.68,2393.0,147.8,7.0,19.641234618956332
2018,20300,18.0,1497.0,117.3,5.0,15.008685650530424
2018,33150,21.4,1197.0,83.1,5.0,9.481767845077684
2011,92239,11.5,2987.0,210.0,5.0,24.02625285788099
2016,21000,17.05,1995.0,184.0,5.0,23.183278675170186
2011,38277,21.9,1396.0,90.0,5.0,3.2500026558855097
2015,71826,19.3,1968.0,141.0,5.0,16.130008974711473
2013,114708,12.99,2494.0,100.0,8.0,6.959711472647996
2016,9000,20.51,998.0,67.0,5.0,4.622940402623044
2014,56658,20.64,1498.0,108.5,5.0,9.3874320149489
2010,80000,22.69,1995.0,190.0,5.0,17.30619627218266
2012,45000,22.07,1199.0,73.9,5.0,1.6741607397198095
2012,63400,17.8,1399.0,67.0,5.0,1.434894231771068
2009,111000,18.9,1061.0,67.0,5.0,-2.6026194514361123
2011,83000,23.08,1461.0,63.1,5.0,-0.2522199003137757
2011,124652,11.7,2993.0,245.0,5.0,28.880832561510033
2015,16329,19.27,2143.0,170.0,5.0,20.415499806579646
2015,35000,18.5,1197.0,80.0,5.0,5.923682128436667
2017,62691,26.21,1248.0,88.5,5.0,9.081421559931186
2007,120000,16.73,1995.0,218.0,5.0,18.21625698414755
2010,62000,20.36,1197.0,78.9,5.0,0.2828320185149096
2012,63000,0.0,2987.0,165.0,5.0,19.437666816541423
2016,11000,17.11,1968.0,174.33,5.0,21.774747349182235
2012,66000,15.3,2993.0,258.0,5.0,31.477886433066487
2015,31965,19.81,1086.0,68.05,5.0,3.95860323919851
2006,40000,18.9,998.0,67.1,5.0,-6.1381415823657335
2010,41195,15.0,1368.0,90.0,5.0,2.418575959587997
2017,59450,18.6,1197.0,81.86,5.0,8.398932919285926
2011,80000,21.5,1248.0,88.8,5.0,2.829031300553652
2017,38424,17.8,1497.0,117.3,5.0,13.960166144546292
2010,62000,16.8,1497.0,118.0,5.0,6.5111445990860375
2011,40496,20.36,1197.0,78.9,5.0,1.3345249033422988
2018,46811,16.0,2179.0,140.0,7.0,17.877059840028778
2013,79663,16.8,1493.0,110.0,5.0,8.710130050621501
2016,36681,23.59,1364.0,67.06,5.0,5.405417866713378
2018,17773,13.7,1991.0,183.0,5.0,25.367637267381724
2014,31465,22.7,1498.0,89.84,5.0,6.691988105947985
2017,23000,18.9,1197.0,82.0,5.0,8.338312100175699
2014,61325,18.9,1197.0,81.86,5.0,5.1167502348671405
2011,43706,10.9,2497.0,215.0,5.0,23.48987012140833
2016,71000,25.83,1498.0,99.0,5.0,10.053172622539478
2015,113000,15.1,2179.0,140.0,7.0,14.76677555402921
2015,60334,25.8,1498.0,98.6,5.0,8.889986763420438
2014,7400,19.1,1197.0,82.0,5.0,5.02919321338004
2015,35000,24.0,1120.0,70.0,5.0,4.117140600095809
2018,18705,20.5,1248.0,91.72,5.0,10.79823925938581
2008,53934,18.9,998.0,67.1,5.0,-3.9318637946694253
2011,15590,19.81,1086.0,68.05,5.0,-0.43318492438220346
2011,58000,11.7,2993.0,245.0,5.0,28.760394944522886
2016,19000,20.4,1197.0,81.8,5.0,7.1435500642996885
2015,20000,0.0,2987.0,165.0,5.0,22.631616832972668
2014,51000,19.1,1197.0,82.0,5.0,5.1079767472674575
2010,47000,12.8,2354.0,177.6,5.0,16.85868430519031
2013,55000,16.95,1498.0,97.7,5.0,6.98673001282441
2019,40674,11.36,2755.0,171.5,7.0,24.84853469899508
2007,75000,11.0,2987.0,198.5,5.0,18.081895188865474
2015,51579,20.73,1373.0,91.1,5.0,7.786613614327962
2014,47000,12.99,2494.0,100.6,7.0,9.007833891633709
2018,14960,18.6,1197.0,81.83,5.0,9.404984344235345
2012,38092,20.77,1248.0,88.8,7.0,1.8821589145786675
2016,40810,28.09,1248.0,88.5,5.0,7.864093086995126
2016,69434,15.8,1591.0,121.3,5.0,13.78872706279435
2012,92000,22.32,1582.0,126.32,5.0,9.830599381910815
2014,75000,24.4,1120.0,71.0,5.0,3.2171953362944805
2017,73000,24.4,1120.0,71.0,5.0,6.48523078596827
1998,95150,17.3,993.0,60.0,5.0,-15.672389212688358
2014,75000,20.46,1461.0,83.8,5.0,5.960132711848473
2010,85001,12.0,2987.0,224.0,7.0,22.820280912959788
2013,55000,16.95,1498.0,97.7,5.0,6.98673001282441
2015,18000,33.44,796.0,40.3,4.0,-0.18708109476619939
2008,61000,10.8,2497.0,215.0,5.0,20.254110800136914
2018,1048,18.9,998.0,67.1,5.0,6.878071135116443
2013,34620,17.01,1591.0,121.3,5.0,10.398020618343253
2012,40000,18.9,998.0,67.1,5.0,0.40515716412755864
2018,20492,18.9,1197.0,82.0,5.0,9.424330031097725
2017,36152,21.4,1197.0,83.1,5.0,8.39664255327807
2017,4000,13.6,1999.0,177.0,5.0,23.454467967822893
2015,41008,20.36,1197.0,78.9,5.0,5.697649232105505
2009,28352,11.7,1796.0,178.0,5.0,14.518157012789743
2012,72000,17.0,1497.0,118.0,5.0,8.701032889433009
2015,50230,18.9,998.0,67.1,5.0,3.6952917564485688
2017,28000,20.64,1498.0,108.5,5.0,12.607297477320571
2016,26000,19.64,1461.0,108.45,5.0,11.465029019542726
2012,65000,25.44,936.0,57.6,5.0,-1.300487288882323
2014,17000,24.07,998.0,67.1,5.0,2.304785109938166
2014,43900,22.54,1396.0,88.73,5.0,6.328266062787861
2014,60000,15.73,1968.0,174.33,5.0,19.746227171353894
2016,8500,20.51,998.0,67.0,5.0,4.622036921729887
2016,45492,21.5,1498.0,108.5,5.0,11.508447150175925
2014,81298,20.14,1498.0,88.8,5.0,6.758466686377687
2016,54620,21.66,1498.0,103.52,5.0,10.835814751183534
2015,80883,12.8,2494.0,102.0,7.0,10.360068858384238
2010,59196,15.6,1196.0,70.0,5.0,-0.7220204626446503
2010,75014,21.1,1248.0,73.9,5.0,-0.2915955229254905
2016,29401,20.4,1197.0,81.8,5.0,7.162344273840063
2013,25000,14.74,1991.0,181.04,5.0,19.611386259090068
2012,50000,18.5,1197.0,82.85,5.0,3.0692676262701752
2015,27001,16.36,2179.0,187.7,5.0,23.07803190565619
2013,35000,17.21,1493.0,100.0,7.0,5.245949756784739
2011,66000,15.8,1598.0,105.0,5.0,6.115085885984172
2016,36139,18.9,1197.0,82.0,5.0,7.271503980005491
2013,22000,21.1,814.0,55.2,5.0,-0.7038292454658404
2017,32587,25.17,799.0,53.3,5.0,3.1930069250011
2013,52000,16.55,1968.0,147.51,5.0,14.931837143759822
2012,65000,22.32,1582.0,126.32,5.0,9.781811413677588
2017,25000,12.55,2982.0,168.5,7.0,22.711063754055886
2015,64103,15.73,1968.0,174.33,5.0,20.844190926645297
2016,59998,20.14,1498.0,88.8,5.0,8.901077982491643
2017,21800,17.0,1497.0,121.36,5.0,14.523015623796255
2015,100000,12.99,2494.0,100.6,7.0,10.19415265739508
2014,56000,12.7,2179.0,187.7,5.0,22.209722846589102
2007,64000,18.2,998.0,67.1,5.0,-4.971741524524532
2016,16650,17.0,1198.0,74.0,5.0,6.231723063786376
2012,74000,22.07,1199.0,73.9,5.0,1.726562631525212
2007,86000,11.9,2354.0,144.0,5.0,9.099837928882607
2013,45000,17.0,1497.0,118.0,5.0,9.742794712282375
2014,36000,25.8,1498.0,98.6,5.0,7.755466364228141
2015,40000,13.0,2982.0,168.5,7.0,20.536186551904393
2009,90764,14.0,2498.0,112.0,8.0,4.159509609909037
2011,51928,15.6,1196.0,70.0,5.0,0.3553963301742442
2011,42000,17.71,1197.0,78.9,5.0,1.4602146271481615
2015,49900,20.85,1197.0,83.14,5.0,6.271383098385286
2013,4700,25.4,624.0,37.48,4.0,-2.8126678160792835
2015,23000,19.1,1197.0,82.0,5.0,6.147931608330055
2015,15305,18.9,1197.0,82.0,5.0,6.143307947065296
2016,30000,23.1,998.0,67.04,5.0,4.546174334769603
2015,37340,16.36,2179.0,187.7,5.0,23.096714083565985
2013,60000,10.0,2148.0,170.0,5.0,18.755328824131993
2005,102000,17.3,993.0,60.0,5.0,-8.026162986876443
2015,53000,18.9,1197.0,82.0,5.0,6.211421371603592
2013,58000,15.8,1499.0,110.0,5.0,8.73160631521796
2016,55547,12.55,2982.0,168.5,7.0,21.67571122466279
2011,59000,16.55,1968.0,140.0,5.0,11.735358351442756
2014,25000,22.9,1248.0,74.0,5.0,3.9103908550036977
2015,13000,16.55,1968.0,140.0,5.0,16.01443727359674
2012,59000,19.4,1198.0,86.8,5.0,3.586842617332877
2015,78233,26.0,1498.0,98.6,5.0,8.913048662754136
2011,36000,18.5,1197.0,80.0,5.0,1.5632899258944235
2012,90906,20.54,1598.0,103.6,5.0,6.839039282605427
2016,65210,22.9,1248.0,74.0,5.0,6.164148370599378
2006,193000,13.6,2523.0,63.0,7.0,-4.5593285725040005
2016,11554,19.67,1582.0,126.2,5.0,14.153981206627122
2016,15000,22.7,799.0,53.64,5.0,2.231839209111513
2019,17320,15.8,2148.0,170.0,5.0,24.95236006081859
2009,55000,17.8,1399.0,68.0,5.0,-1.7150457452939918
2015,27000,17.97,1498.0,99.6,5.0,9.329988988449259
2016,68630,20.51,998.0,67.0,5.0,4.7306895339461335
2011,97000,17.67,1968.0,138.08,5.0,11.489225084750615
2012,29000,18.5,1197.0,85.8,5.0,3.435140660558318
2017,42883,19.81,1086.0,68.05,5.0,6.159431230146765
2014,71000,25.2,1248.0,74.0,5.0,3.88678063584166
2017,43368,15.0,2143.0,204.0,5.0,27.497793006557913
2010,86000,14.8,1799.0,130.2,5.0,9.032887967596707
2015,18000,33.44,796.0,40.3,4.0,-0.18708109476619939
2011,63000,13.4,1997.0,135.1,5.0,11.286720262933159
2012,97000,20.0,1497.0,115.0,5.0,8.19632966330937
2017,24000,27.39,1248.0,74.0,5.0,6.971876844115286
2015,62178,18.2,1199.0,88.7,5.0,7.182376257643227
2014,18000,21.1,814.0,55.2,5.0,0.3794926984705853
2016,70000,25.83,1498.0,99.0,5.0,10.051365660753163
2015,42023,15.5,1198.0,86.7,5.0,6.995104151601936
2015,25100,17.85,2967.0,300.0,4.0,41.24277353951129
2016,16000,11.3,2987.0,254.8,7.0,33.48752722888639
2012,35503,18.9,998.0,67.1,5.0,0.39703125697405994
2014,54569,20.77,1248.0,88.76,7.0,4.08755629109055
2012,65000,25.44,936.0,57.6,5.0,-1.300487288882323
2012,158000,12.55,2982.0,168.5,7.0,17.498640716236423
2011,65000,17.9,1998.0,163.7,5.0,14.998876270594792
2016,17800,21.9,624.0,37.48,4.0,0.6450686759944801
2007,63000,16.4,1497.0,78.0,5.0,-2.215651000507478
2007,89000,13.4,1794.0,125.0,5.0,5.107962288698673
2011,30000,9.52,2993.0,313.0,4.0,39.11712311420115
2011,62100,11.5,2982.0,171.0,7.0,16.625747753635096
2016,21000,17.05,1995.0,184.0,5.0,23.183278675170186
2010,79894,21.1,1248.0,73.9,5.0,-0.28277754940791056
2013,31000,17.92,1086.0,62.1,5.0,1.0489816780354886
2015,64771,12.8,2494.0,102.0,8.0,9.333169418657235
2018,1011,20.37,1461.0,108.45,5.0,13.56709911328926
2014,68462,26.59,1248.0,74.0,5.0,3.8176922445413766
2016,28000,14.62,1999.0,149.92,5.0,18.65302896016283
2014,48241,19.1,1197.0,85.8,5.0,5.623165265410989
2017,12000,22.54,1396.0,88.73,5.0,9.54227335504811
2012,56121,23.4,1248.0,74.0,5.0,1.762323456390277
2013,54000,20.0,1399.0,68.05,5.0,2.5501008445116895
2017,25095,18.16,1196.0,86.8,5.0,9.031129530278122
2014,77395,17.11,1968.0,174.33,5.0,19.713620994826215
2015,20000,21.1,814.0,55.2,5.0,1.4736564131258092
2012,12600,20.92,998.0,67.1,5.0,0.26190922339674216
2016,29000,26.21,1248.0,88.5,5.0,7.929993419303628
2014,74219,21.43,1364.0,87.2,5.0,6.149303646921453
2015,62476,26.59,1248.0,74.0,5.0,4.89742556236979
2011,86500,21.12,1248.0,88.8,5.0,2.8584102805602924
2015,63000,13.22,2967.0,241.4,5.0,32.50669529293418
2013,49000,17.05,1995.0,184.0,5.0,19.962224231942855
2014,88511,16.0,2179.0,140.0,7.0,13.590210982193184
2013,23000,21.14,1498.0,103.52,5.0,7.531159611422936
2011,45000,14.4,1598.0,103.6,5.0,5.950463030977971
2016,37000,20.45,1461.0,83.8,5.0,8.07303179161363
2007,98000,10.8,2354.0,152.0,5.0,10.267669475067123
2017,14000,18.6,1197.0,81.83,5.0,8.312699869838525
2014,45128,12.05,2179.0,120.0,8.0,9.959574350049479
2015,66122,21.66,1498.0,103.52,5.0,9.76604863456896
2016,11554,19.67,1582.0,126.2,5.0,14.153981206627122
1998,95150,17.3,993.0,60.0,5.0,-15.672389212688358
2015,63818,17.4,1497.0,117.3,5.0,11.843514369349123
2014,82621,20.14,1498.0,88.8,5.0,6.7608572968210865
2016,57390,19.01,1461.0,108.45,5.0,11.55098441551445
2017,101065,20.5,1582.0,126.2,5.0,15.367758178993881
2009,37000,17.3,993.0,60.0,5.0,-3.781416338663803
2014,30000,17.9,2143.0,136.0,5.0,14.759039465025126
2013,72000,10.5,2179.0,120.0,8.0,8.989508286123055
2000,90000,17.3,993.0,60.0,5.0,-13.500595483723828
2015,66823,22.54,1396.0,88.73,5.0,7.460236838900073
2014,36631,16.5,1198.0,86.8,5.0,5.862095461679019
2013,45000,22.1,1248.0,76.9,5.0,3.29007877641925
2013,29000,14.21,2143.0,203.0,5.0,23.00940313333649
2011,83010,17.2,1968.0,138.1,5.0,11.488493584613934
2013,31000,13.24,1598.0,102.5,5.0,8.00951776157899
2013,8000,16.95,1498.0,97.7,5.0,6.901802808863067
2008,120000,18.1,1493.0,110.0,5.0,3.269942599859405
2018,38000,24.52,1248.0,88.5,7.0,8.21020800150336
2011,56500,20.0,1399.0,68.0,5.0,0.36667427305428646
2015,90000,21.03,1461.0,65.0,5.0,4.477844283610466
2018,50234,18.9,1197.0,81.86,5.0,9.458908386022358
2014,77815,23.1,998.0,67.04,5.0,2.451474630422126
2019,14298,13.33,2995.0,340.0,5.0,50.33927280121452
2014,84056,18.88,999.0,123.24,5.0,10.354046980304702
2018,43639,21.1,998.0,100.0,5.0,11.356552531730358
2009,68000,16.1,1298.0,88.2,5.0,0.9131660913089945
2013,77084,28.4,1248.0,73.75,5.0,2.6245078765673497
2012,74500,14.16,1968.0,174.3,5.0,17.660077039836324
2014,80000,24.2,1498.0,98.6,7.0,5.9136486174315905
2014,64557,12.7,2179.0,187.7,5.0,22.22518501859531
2012,53537,13.7,1798.0,157.75,5.0,14.97526479238968
2008,110000,14.53,1798.0,138.1,5.0,7.986729588795697
2016,38593,17.01,1582.0,126.2,5.0,14.326275745133444
2013,75000,16.47,1198.0,73.9,5.0,3.076415533913405
2011,65000,26.0,624.0,35.0,4.0,-5.2521322620332285
2010,95000,17.0,1896.0,105.0,5.0,5.727310353909161
2012,55002,17.5,1298.0,85.8,5.0,3.767831307035067
2017,64798,13.68,2393.0,147.8,7.0,18.50143066350074
2011,60000,11.5,2982.0,171.0,7.0,16.62195313388338
2014,38000,16.09,1598.0,103.5,5.0,9.117351197392054
2010,52000,19.81,1086.0,68.05,5.0,-1.457943236821393
2012,65000,19.7,796.0,35.0,8.0,-7.452853193127339
2012,115000,20.54,1598.0,103.6,5.0,6.882576219887142
2015,63642,27.3,1498.0,98.6,5.0,8.826357370399364
2014,31897,18.06,1198.0,74.96,5.0,4.160397766847382
2010,51000,16.07,1995.0,181.0,5.0,16.32900161414682
2011,32531,13.73,1995.0,148.0,5.0,12.977465390084035
2012,85000,17.05,1995.0,184.0,5.0,18.93672506517123
2016,23555,22.0,1197.0,81.8,5.0,7.077533497784771
2008,56000,16.4,1497.0,78.0,5.0,-1.1377499419299966
2018,35569,17.0,1198.0,73.75,5.0,8.412786587190567
2013,49105,20.34,1498.0,103.2,5.0,7.571649867522865
2014,57000,24.2,1498.0,98.6,7.0,5.8720884963445314
2013,98598,25.44,936.0,57.6,5.0,-0.149227195700405
2017,15234,19.12,1373.0,91.1,5.0,9.976750493301097
2009,118000,12.8,2494.0,102.0,8.0,2.8860534410928267
2006,141537,18.9,998.0,67.1,5.0,-5.954668103459426
2010,70000,16.1,796.0,37.0,4.0,-5.192943156018828
2017,28360,19.1,1197.0,81.86,5.0,8.319552203143303
2008,65000,16.1,1298.0,88.2,5.0,-0.18280458513254416
2010,118000,12.8,2494.0,102.0,8.0,3.9766032321749663
2011,59967,9.74,1984.0,208.0,5.0,21.399405315871263
2018,27000,28.4,1248.0,73.75,5.0,7.986756957867783
2010,96813,12.05,2179.0,120.0,8.0,5.69076800565108
2016,27000,21.4,1197.0,83.1,5.0,7.289555447926887
2016,83000,28.09,1248.0,88.5,5.0,7.94032880476334
2015,50000,11.33,4134.0,335.2,7.0,46.18041899805894
2018,38310,20.65,1248.0,88.7,5.0,10.413302679880871
2016,63316,22.7,1598.0,118.0,5.0,13.02233594938616
2015,38000,17.4,1497.0,117.3,5.0,11.796862229947692
2011,57000,16.8,1497.0,118.0,5.0,7.592659581236148
2009,35000,19.7,796.0,46.3,5.0,-6.238521416073127
2014,40000,10.5,1796.0,157.7,5.0,17.26881505087249
2016,25500,21.5,1498.0,108.5,5.0,11.472322370142138
2011,57000,16.55,1968.0,147.51,5.0,12.759772370528026
2011,92239,11.5,2987.0,210.0,5.0,24.02625285788099
2012,66245,17.0,1497.0,118.0,5.0,8.690633824352062
2010,144113,11.5,2982.0,171.0,7.0,15.683392319541326
2016,14077,21.1,814.0,55.2,5.0,2.553503569547047
2014,55804,17.0,1197.0,80.0,5.0,4.940331192970007
2013,87192,25.2,1248.0,74.0,5.0,2.8254891700048574
2014,32000,17.97,1498.0,99.6,5.0,8.248474006299148
2014,50000,15.26,2143.0,203.2,5.0,24.116551921143127
2006,92000,10.5,2179.0,120.0,8.0,1.391798984275738
2016,65210,22.9,1248.0,74.0,5.0,6.164148370599378
2010,30000,14.94,2967.0,241.4,5.0,26.914500775311808
2016,19947,20.36,1197.0,78.9,5.0,6.750142601003972
2014,82002,17.05,1995.0,184.0,5.0,21.112407375900148
2010,79000,16.47,1198.0,73.9,5.0,-0.18800599218729985
2015,20045,17.0,1197.0,80.0,5.0,5.966265837531864
2014,78616,14.84,2143.0,170.0,5.0,19.643072393731472
2013,84175,23.4,1248.0,74.0,5.0,2.903565753428211
2013,58000,19.01,1461.0,108.45,5.0,8.280437288957728
2012,78000,19.33,1968.0,138.1,5.0,12.471148809038368
2007,112808,17.8,1399.0,68.0,5.0,-3.791688480509947
2008,99000,17.0,1405.0,70.0,5.0,-2.400973899305427
2012,67000,19.33,1968.0,138.1,5.0,12.451272229387996
2015,39437,28.4,1248.0,74.0,5.0,4.771802737155667
2014,86000,15.1,2179.0,140.0,7.0,13.627437794714297
2013,49000,17.1,1591.0,121.3,5.0,10.419828319475073
2016,45180,12.07,2967.0,241.4,7.0,31.6228389128014
2017,31000,21.13,1498.0,108.4,5.0,12.576291346441394
2015,33000,15.0,1598.0,103.52,5.0,10.252184894809943
2016,32227,22.74,796.0,47.3,5.0,1.3861344644969904
2013,60000,21.9,1396.0,90.0,5.0,5.470354868935829
2015,18000,33.44,796.0,40.3,4.0,-0.18708109476619939
2015,58000,24.4,1120.0,71.01,5.0,4.278395655759596
2014,18000,25.4,624.0,37.5,4.0,-1.6953476757344106
2016,54897,26.59,1248.0,74.0,5.0,5.9742803900730905
2012,51000,21.9,1396.0,90.0,5.0,4.363542421776401
2015,42999,15.1,2179.0,140.0,7.0,14.640286422019017
2016,75700,24.0,1120.0,70.0,5.0,5.281233735884598
2014,34670,15.1,1196.0,73.0,7.0,2.0341557138272037
2014,71300,13.06,1598.0,102.53,5.0,9.185347567622102
2015,38000,17.9,2143.0,136.0,5.0,15.864044950398238
2005,49000,19.7,796.0,46.3,5.0,-10.575423115392368
2011,69000,19.0,998.0,66.1,5.0,-0.7745190651776284
2014,21701,23.1,998.0,67.04,5.0,2.3500787767397924
2013,49000,19.81,1086.0,68.05,5.0,1.8082852510656267
2012,65060,22.9,1248.0,74.0,5.0,1.801678162002645
2007,59000,15.26,1150.0,74.9,5.0,-3.4164846573480645
2015,45000,21.43,1364.0,87.2,5.0,7.187055821566901
2013,44000,18.0,1198.0,86.7,5.0,4.701565561870666
